Occupation Field,Municipality,Skill,Count
"Administration, ekonomi, juridik",Knivsta,högskola,23
"Administration, ekonomi, juridik",Knivsta,ämneskunskaper,23
"Administration, ekonomi, juridik",Knivsta,läxhjälp,23
"Administration, ekonomi, juridik",Knivsta,försäkring,21
"Administration, ekonomi, juridik",Knivsta,engelska,20
"Administration, ekonomi, juridik",Knivsta,ekonomi,20
"Administration, ekonomi, juridik",Knivsta,administration,17
"Administration, ekonomi, juridik",Gnesta,svenska,29
"Administration, ekonomi, juridik",Gnesta,försäkring,26
"Administration, ekonomi, juridik",Gnesta,ekonomi,20
"Administration, ekonomi, juridik",Gnesta,administration,18
"Administration, ekonomi, juridik",Gnesta,ledarskap,15
"Administration, ekonomi, juridik",Gnesta,data,14
"Administration, ekonomi, juridik",Gnesta,fastighet,14
"Administration, ekonomi, juridik",Gnesta,vägledning,14
"Administration, ekonomi, juridik",Gnesta,teknik,14
"Administration, ekonomi, juridik",Gnesta,familjeliv,9
"Försäljning, inköp, marknadsföring",Vallentuna,försäljning,200
"Försäljning, inköp, marknadsföring",Vallentuna,svenska,186
"Försäljning, inköp, marknadsföring",Vallentuna,körkort,87
"Försäljning, inköp, marknadsföring",Vallentuna,säljerfarenhet,73
"Försäljning, inköp, marknadsföring",Vallentuna,egen bil,67
"Försäljning, inköp, marknadsföring",Vallentuna,säljteam,48
"Försäljning, inköp, marknadsföring",Vallentuna,trygghetsförsäkring,46
"Försäljning, inköp, marknadsföring",Vallentuna,engelska,36
"Försäljning, inköp, marknadsföring",Vallentuna,personlig utveckling,19
"Försäljning, inköp, marknadsföring",Vallentuna,energi,18
"Försäljning, inköp, marknadsföring",Nynäshamn,svenska,183
"Försäljning, inköp, marknadsföring",Nynäshamn,körkort,155
"Försäljning, inköp, marknadsföring",Nynäshamn,egen bil,129
"Försäljning, inköp, marknadsföring",Nynäshamn,försäljning,119
"Försäljning, inköp, marknadsföring",Nynäshamn,säljerfarenhet,64
"Försäljning, inköp, marknadsföring",Nynäshamn,trygghetsförsäkring,63
"Försäljning, inköp, marknadsföring",Nynäshamn,bageri,53
"Försäljning, inköp, marknadsföring",Nynäshamn,konditori,53
"Försäljning, inköp, marknadsföring",Nynäshamn,engelska,18
"Försäljning, inköp, marknadsföring",Nynäshamn,luftreningssystem,17
"Försäljning, inköp, marknadsföring",Salem,svenska,133
"Försäljning, inköp, marknadsföring",Salem,försäljning,66
"Försäljning, inköp, marknadsföring",Salem,säljerfarenhet,18
"Försäljning, inköp, marknadsföring",Salem,energi,16
"Försäljning, inköp, marknadsföring",Salem,kundrelationer,16
"Försäljning, inköp, marknadsföring",Salem,telefonförsäljning,15
"Försäljning, inköp, marknadsföring",Salem,engelska,13
"Försäljning, inköp, marknadsföring",Salem,körkort,9
"Försäljning, inköp, marknadsföring",Salem,säljutbildning,9
"Försäljning, inköp, marknadsföring",Salem,ledarskap,9
"Försäljning, inköp, marknadsföring",Sundbyberg,svenska,361
"Försäljning, inköp, marknadsföring",Sundbyberg,försäljning,319
"Försäljning, inköp, marknadsföring",Sundbyberg,engelska,156
"Försäljning, inköp, marknadsföring",Sundbyberg,truckkort,61
"Försäljning, inköp, marknadsföring",Sundbyberg,kundtjänst,57
"Försäljning, inköp, marknadsföring",Sundbyberg,prospektering,57
"Försäljning, inköp, marknadsföring",Sundbyberg,b2b-försäljning,54
"Försäljning, inköp, marknadsföring",Sundbyberg,rekrytering,53
"Försäljning, inköp, marknadsföring",Sundbyberg,kundservice,51
"Försäljning, inköp, marknadsföring",Sundbyberg,rekryteringsbranschen,51
"Administration, ekonomi, juridik",Sollentuna,svenska,242
"Administration, ekonomi, juridik",Sollentuna,engelska,151
"Administration, ekonomi, juridik",Sollentuna,administration,102
"Administration, ekonomi, juridik",Sollentuna,ekonomi,77
"Administration, ekonomi, juridik",Sollentuna,excel,67
"Administration, ekonomi, juridik",Sollentuna,högskola,61
"Administration, ekonomi, juridik",Sollentuna,microsoft office,60
"Administration, ekonomi, juridik",Sollentuna,gymnasiet,53
"Administration, ekonomi, juridik",Sollentuna,arbetslivserfarenhet,52
"Administration, ekonomi, juridik",Sollentuna,kontinuerlig coachning,48
"Administration, ekonomi, juridik",Ekerö,svenska,63
"Administration, ekonomi, juridik",Ekerö,försäkring,30
"Administration, ekonomi, juridik",Ekerö,kontinuerlig coachning,24
"Administration, ekonomi, juridik",Ekerö,högskola,24
"Administration, ekonomi, juridik",Ekerö,ämneskunskaper,24
"Administration, ekonomi, juridik",Ekerö,läxhjälp,24
"Administration, ekonomi, juridik",Ekerö,gymnasiet,24
"Administration, ekonomi, juridik",Ekerö,registerkontroll,21
"Administration, ekonomi, juridik",Ekerö,säkerhetsprövning,21
"Administration, ekonomi, juridik",Ekerö,bestämmelser,21
"Försäljning, inköp, marknadsföring",Österåker,svenska,262
"Försäljning, inköp, marknadsföring",Österåker,försäljning,175
"Försäljning, inköp, marknadsföring",Österåker,körkort,150
"Försäljning, inköp, marknadsföring",Österåker,egen bil,97
"Försäljning, inköp, marknadsföring",Österåker,säljerfarenhet,81
"Försäljning, inköp, marknadsföring",Österåker,trygghetsförsäkring,56
"Försäljning, inköp, marknadsföring",Österåker,mat,35
"Försäljning, inköp, marknadsföring",Österåker,rådgivning,30
"Försäljning, inköp, marknadsföring",Österåker,budget,29
"Försäljning, inköp, marknadsföring",Österåker,matsäkerhet,29
"Försäljning, inköp, marknadsföring",Täby,svenska,585
"Försäljning, inköp, marknadsföring",Täby,försäljning,512
"Försäljning, inköp, marknadsföring",Täby,körkort,282
"Försäljning, inköp, marknadsföring",Täby,engelska,276
"Försäljning, inköp, marknadsföring",Täby,butik,102
"Försäljning, inköp, marknadsföring",Täby,energi,89
"Försäljning, inköp, marknadsföring",Täby,bilen,89
"Försäljning, inköp, marknadsföring",Täby,kundrelationer,84
"Försäljning, inköp, marknadsföring",Täby,rådgivning,83
"Försäljning, inköp, marknadsföring",Täby,kundservice,66
"Administration, ekonomi, juridik",Tyresö,svenska,84
"Administration, ekonomi, juridik",Tyresö,försäkring,43
"Administration, ekonomi, juridik",Tyresö,engelska,28
"Administration, ekonomi, juridik",Tyresö,högskola,24
"Administration, ekonomi, juridik",Tyresö,ekonomi,23
"Administration, ekonomi, juridik",Tyresö,kommunikation,21
"Administration, ekonomi, juridik",Tyresö,försäkringsutbildning,20
"Administration, ekonomi, juridik",Tyresö,arbetslivserfarenhet,16
"Administration, ekonomi, juridik",Tyresö,kontinuerlig coachning,16
"Administration, ekonomi, juridik",Tyresö,ämneskunskaper,16
Pedagogik,Ljungby,undervisning,71
Pedagogik,Ljungby,lärarlegitimation,43
Pedagogik,Ljungby,barn,42
Pedagogik,Ljungby,förskola,33
Pedagogik,Ljungby,svenska,32
Pedagogik,Ljungby,ungdomar,30
Pedagogik,Ljungby,verktyg,29
Pedagogik,Ljungby,lärarutbildning,23
Pedagogik,Ljungby,körkort,22
Pedagogik,Ljungby,fritidshem,21
Kropps- och skönhetsvård,Stockholm,svenska,133
Kropps- och skönhetsvård,Stockholm,behandling,96
Kropps- och skönhetsvård,Stockholm,engelska,75
Kropps- och skönhetsvård,Stockholm,skönhet,57
Kropps- och skönhetsvård,Stockholm,hudvård,55
Kropps- och skönhetsvård,Stockholm,massage,53
Kropps- och skönhetsvård,Stockholm,försäljning,43
Kropps- och skönhetsvård,Stockholm,färg,40
Kropps- och skönhetsvård,Stockholm,herrklippning,27
Kropps- och skönhetsvård,Stockholm,klippning,24
Yrken med teknisk inriktning,Gislaved,svenska,71
Yrken med teknisk inriktning,Gislaved,engelska,64
Yrken med teknisk inriktning,Gislaved,teknik,22
Yrken med teknisk inriktning,Gislaved,körkort,17
Yrken med teknisk inriktning,Gislaved,inköp,15
Yrken med teknisk inriktning,Gislaved,produktionsteknik,15
Yrken med teknisk inriktning,Gislaved,microsoft office,14
Yrken med teknisk inriktning,Gislaved,el,14
Yrken med teknisk inriktning,Gislaved,miljö,12
Yrken med teknisk inriktning,Gislaved,högskoleutbildning,11
"Installation, drift, underhåll",Gislaved,el,100
"Installation, drift, underhåll",Gislaved,körkort,94
"Installation, drift, underhåll",Gislaved,svenska,54
"Installation, drift, underhåll",Gislaved,mekanik,31
"Installation, drift, underhåll",Gislaved,reparation,30
"Installation, drift, underhåll",Gislaved,engelska,26
"Installation, drift, underhåll",Gislaved,teknik,23
"Installation, drift, underhåll",Gislaved,hydraulik,20
"Installation, drift, underhåll",Gislaved,förebyggande underhåll,18
"Installation, drift, underhåll",Gislaved,industri,15
"Försäljning, inköp, marknadsföring",Stockholm,svenska,19630
"Försäljning, inköp, marknadsföring",Stockholm,försäljning,16976
"Försäljning, inköp, marknadsföring",Stockholm,engelska,12838
"Försäljning, inköp, marknadsföring",Stockholm,kundservice,4720
"Försäljning, inköp, marknadsföring",Stockholm,b2b,3817
"Försäljning, inköp, marknadsföring",Stockholm,körkort,3705
"Försäljning, inköp, marknadsföring",Stockholm,microsoft office,3147
"Försäljning, inköp, marknadsföring",Stockholm,kundtjänst,2820
"Försäljning, inköp, marknadsföring",Stockholm,sales,2699
"Försäljning, inköp, marknadsföring",Stockholm,administration,2359
"Försäljning, inköp, marknadsföring",Malmö,svenska,3271
"Försäljning, inköp, marknadsföring",Malmö,försäljning,2899
"Försäljning, inköp, marknadsföring",Malmö,engelska,1855
"Försäljning, inköp, marknadsföring",Malmö,körkort,1105
"Försäljning, inköp, marknadsföring",Malmö,butik,743
"Försäljning, inköp, marknadsföring",Malmö,kundservice,568
"Försäljning, inköp, marknadsföring",Malmö,varumärken,509
"Försäljning, inköp, marknadsföring",Malmö,microsoft office,481
"Försäljning, inköp, marknadsföring",Malmö,administration,418
"Försäljning, inköp, marknadsföring",Malmö,egen bil,411
Yrken med social inriktning,Lerum,körkort,118
Yrken med social inriktning,Lerum,svenska,98
Yrken med social inriktning,Lerum,barn,35
Yrken med social inriktning,Lerum,sjukvård,34
Yrken med social inriktning,Lerum,omsorg,28
Yrken med social inriktning,Lerum,omvårdnad,28
Yrken med social inriktning,Lerum,dokumentation,27
Yrken med social inriktning,Lerum,socionomexamen,25
Yrken med social inriktning,Lerum,kommunikation,24
Yrken med social inriktning,Lerum,assistans,22
"Försäljning, inköp, marknadsföring",Göteborg,svenska,6432
"Försäljning, inköp, marknadsföring",Göteborg,försäljning,4822
"Försäljning, inköp, marknadsföring",Göteborg,engelska,4521
"Försäljning, inköp, marknadsföring",Göteborg,körkort,1950
"Försäljning, inköp, marknadsföring",Göteborg,kundservice,1534
"Försäljning, inköp, marknadsföring",Göteborg,arbetslivserfarenhet,1032
"Försäljning, inköp, marknadsföring",Göteborg,microsoft office,1023
"Försäljning, inköp, marknadsföring",Göteborg,kundtjänst,905
"Försäljning, inköp, marknadsföring",Göteborg,datorvana,880
"Försäljning, inköp, marknadsföring",Göteborg,butik,867
"Administration, ekonomi, juridik",Stockholm,svenska,17716
"Administration, ekonomi, juridik",Stockholm,engelska,14305
"Administration, ekonomi, juridik",Stockholm,ekonomi,6934
"Administration, ekonomi, juridik",Stockholm,microsoft office,6589
"Administration, ekonomi, juridik",Stockholm,administration,5030
"Administration, ekonomi, juridik",Stockholm,excel,4784
"Administration, ekonomi, juridik",Stockholm,arbetslivserfarenhet,4525
"Administration, ekonomi, juridik",Stockholm,redovisning,3558
"Administration, ekonomi, juridik",Stockholm,administrativa uppgifter,3485
"Administration, ekonomi, juridik",Stockholm,rekrytering,3422
"Installation, drift, underhåll",Kristianstad,svenska,188
"Installation, drift, underhåll",Kristianstad,körkort,175
"Installation, drift, underhåll",Kristianstad,engelska,90
"Installation, drift, underhåll",Kristianstad,reparation,87
"Installation, drift, underhåll",Kristianstad,el,73
"Installation, drift, underhåll",Kristianstad,felsökning,61
"Installation, drift, underhåll",Kristianstad,datorvana,48
"Installation, drift, underhåll",Kristianstad,teknik,45
"Installation, drift, underhåll",Kristianstad,installation,43
"Installation, drift, underhåll",Kristianstad,gymnasieutbildning,36
Yrken med social inriktning,Norrtälje,svenska,192
Yrken med social inriktning,Norrtälje,körkort,146
Yrken med social inriktning,Norrtälje,omsorg,125
Yrken med social inriktning,Norrtälje,sjukvård,103
Yrken med social inriktning,Norrtälje,barn,68
Yrken med social inriktning,Norrtälje,egen bil,52
Yrken med social inriktning,Norrtälje,omvårdnad,50
Yrken med social inriktning,Norrtälje,funktionsnedsättning,49
Yrken med social inriktning,Norrtälje,socionomexamen,48
Yrken med social inriktning,Norrtälje,autism,48
"Hotell, restaurang, storhushåll",Nacka,mat,130
"Hotell, restaurang, storhushåll",Nacka,svenska,116
"Hotell, restaurang, storhushåll",Nacka,engelska,61
"Hotell, restaurang, storhushåll",Nacka,kök,55
"Hotell, restaurang, storhushåll",Nacka,restaurang,44
"Hotell, restaurang, storhushåll",Nacka,dryck,38
"Hotell, restaurang, storhushåll",Nacka,servering,36
"Hotell, restaurang, storhushåll",Nacka,städning,32
"Hotell, restaurang, storhushåll",Nacka,specialkost,28
"Hotell, restaurang, storhushåll",Nacka,beställningar,26
"Kultur, media, design",Örebro,svenska,40
"Kultur, media, design",Örebro,körkort,25
"Kultur, media, design",Örebro,barn,19
"Kultur, media, design",Örebro,engelska,19
"Kultur, media, design",Örebro,informationsvetenskap,15
"Kultur, media, design",Örebro,material,14
"Kultur, media, design",Örebro,akademisk examen,13
"Kultur, media, design",Örebro,bibliotek,12
"Kultur, media, design",Örebro,biblioteksvetenskap,11
"Kultur, media, design",Örebro,microsoft office,11
Bygg och anläggning,Kristianstad,körkort,150
Bygg och anläggning,Kristianstad,svenska,146
Bygg och anläggning,Kristianstad,yrkesbevis,56
Bygg och anläggning,Kristianstad,verktyg,34
Bygg och anläggning,Kristianstad,byggbranschen,33
Bygg och anläggning,Kristianstad,snickeri,32
Bygg och anläggning,Kristianstad,ställningsbyggnation,31
Bygg och anläggning,Kristianstad,anläggning,30
Bygg och anläggning,Kristianstad,el,29
Bygg och anläggning,Kristianstad,höghöjdsarbete,29
Chefer och verksamhetsledare,Vansbro,personalansvar,9
Chefer och verksamhetsledare,Vansbro,ledarskap,9
Chefer och verksamhetsledare,Vansbro,körkort,9
Chefer och verksamhetsledare,Vansbro,coachning,6
Chefer och verksamhetsledare,Vansbro,personalplanering,6
Chefer och verksamhetsledare,Vansbro,lönsamhetsansvar,6
Chefer och verksamhetsledare,Vansbro,bilbranschen,6
Chefer och verksamhetsledare,Vansbro,bilintresse,6
Chefer och verksamhetsledare,Vansbro,kvalitetsfrågor,6
Chefer och verksamhetsledare,Vansbro,produktionsplanering,6
"Administration, ekonomi, juridik",Solna,svenska,1686
"Administration, ekonomi, juridik",Solna,engelska,1241
"Administration, ekonomi, juridik",Solna,microsoft office,477
"Administration, ekonomi, juridik",Solna,excel,460
"Administration, ekonomi, juridik",Solna,ekonomi,394
"Administration, ekonomi, juridik",Solna,administration,374
"Administration, ekonomi, juridik",Solna,arbetslivserfarenhet,330
"Administration, ekonomi, juridik",Solna,administrativa uppgifter,257
"Administration, ekonomi, juridik",Solna,kommunikation,249
"Administration, ekonomi, juridik",Solna,data,231
Yrken med social inriktning,Lidingö,barn,140
Yrken med social inriktning,Lidingö,svenska,137
Yrken med social inriktning,Lidingö,omsorg,75
Yrken med social inriktning,Lidingö,körkort,51
Yrken med social inriktning,Lidingö,sjukvård,51
Yrken med social inriktning,Lidingö,omvårdnad,49
Yrken med social inriktning,Lidingö,kommunikation,44
Yrken med social inriktning,Lidingö,lss,42
Yrken med social inriktning,Lidingö,god fysik,36
Yrken med social inriktning,Lidingö,socionomexamen,35
"Transport, distribution, lager",Lilla Edet,svenska,19
"Transport, distribution, lager",Lilla Edet,lager,15
"Transport, distribution, lager",Lilla Edet,truck,14
"Transport, distribution, lager",Lilla Edet,truckkort,14
"Transport, distribution, lager",Lilla Edet,engelska,11
"Transport, distribution, lager",Lilla Edet,körkort,9
"Transport, distribution, lager",Lilla Edet,gymnasieutbildning,9
"Transport, distribution, lager",Lilla Edet,truckkörning,8
"Transport, distribution, lager",Lilla Edet,leverantörer,8
"Transport, distribution, lager",Lilla Edet,tunga lyft,7
Yrken med social inriktning,Södertälje,svenska,336
Yrken med social inriktning,Södertälje,körkort,275
Yrken med social inriktning,Södertälje,barn,151
Yrken med social inriktning,Södertälje,rekryteringstjänster,148
Yrken med social inriktning,Södertälje,ungdomar,118
Yrken med social inriktning,Södertälje,assistans,98
Yrken med social inriktning,Södertälje,socionomexamen,89
Yrken med social inriktning,Södertälje,dokumentation,80
Yrken med social inriktning,Södertälje,myndighetsutövning,76
Yrken med social inriktning,Södertälje,matlagning,70
Hälso- och sjukvård,Södertälje,svenska,394
Hälso- och sjukvård,Södertälje,sjukvård,291
Hälso- och sjukvård,Södertälje,sjukhus,175
Hälso- och sjukvård,Södertälje,personuppgifter,158
Hälso- och sjukvård,Södertälje,journalsystem,137
Hälso- och sjukvård,Södertälje,körkort,135
Hälso- och sjukvård,Södertälje,registerkontroll,98
Hälso- och sjukvård,Södertälje,yrkeslegitimation,95
Hälso- och sjukvård,Södertälje,handledning,80
Hälso- och sjukvård,Södertälje,arbetslivserfarenhet,79
Pedagogik,Vellinge,barn,86
Pedagogik,Vellinge,undervisning,69
Pedagogik,Vellinge,styrdokument,63
Pedagogik,Vellinge,forskning,35
Pedagogik,Vellinge,lärverktyg,34
Pedagogik,Vellinge,svenska,33
Pedagogik,Vellinge,fritids,33
Pedagogik,Vellinge,fritidshemsverksamhet,31
Pedagogik,Vellinge,idrott,29
Pedagogik,Vellinge,gymnasiet,29
"Hotell, restaurang, storhushåll",Gotland,mat,108
"Hotell, restaurang, storhushåll",Gotland,svenska,108
"Hotell, restaurang, storhushåll",Gotland,engelska,99
"Hotell, restaurang, storhushåll",Gotland,kök,76
"Hotell, restaurang, storhushåll",Gotland,restaurang,63
"Hotell, restaurang, storhushåll",Gotland,pro,59
"Hotell, restaurang, storhushåll",Gotland,servering,51
"Hotell, restaurang, storhushåll",Gotland,dryck,50
"Hotell, restaurang, storhushåll",Gotland,matlagning,40
"Hotell, restaurang, storhushåll",Gotland,kassa,31
Sanering och renhållning,Lund,barnpassning,165
Sanering och renhållning,Lund,svenska,143
Sanering och renhållning,Lund,körkort,141
Sanering och renhållning,Lund,barn,117
Sanering och renhållning,Lund,engelska,77
Sanering och renhållning,Lund,läxhjälp,74
Sanering och renhållning,Lund,egen bil,69
Sanering och renhållning,Lund,städning,67
Sanering och renhållning,Lund,lokalvård,61
Sanering och renhållning,Lund,kollektivavtal,31
"Hotell, restaurang, storhushåll",Borgholm,svenska,47
"Hotell, restaurang, storhushåll",Borgholm,dryck,45
"Hotell, restaurang, storhushåll",Borgholm,servering,45
"Hotell, restaurang, storhushåll",Borgholm,engelska,36
"Hotell, restaurang, storhushåll",Borgholm,försäljning,33
"Hotell, restaurang, storhushåll",Borgholm,tillagning,25
"Hotell, restaurang, storhushåll",Borgholm,restaurangbranschen,25
"Hotell, restaurang, storhushåll",Borgholm,restaurang,23
"Hotell, restaurang, storhushåll",Borgholm,à la carte,21
"Hotell, restaurang, storhushåll",Borgholm,kök,20
"Kultur, media, design",Lilla Edet,engelska,3
"Kultur, media, design",Lilla Edet,svenska,3
"Kultur, media, design",Lilla Edet,informationsvetenskap,2
"Kultur, media, design",Lilla Edet,design,1
"Kultur, media, design",Lilla Edet,webbsidor,1
"Kultur, media, design",Lilla Edet,dokumenthanteringsfrågor,1
"Kultur, media, design",Lilla Edet,microsoft office,1
"Kultur, media, design",Lilla Edet,arkivvetenskap,1
"Kultur, media, design",Lilla Edet,informationshantering,1
"Kultur, media, design",Lilla Edet,arkivarbete,1
Yrken med social inriktning,Sundbyberg,svenska,98
Yrken med social inriktning,Sundbyberg,rekryteringstjänster,61
Yrken med social inriktning,Sundbyberg,barn,43
Yrken med social inriktning,Sundbyberg,assistans,40
Yrken med social inriktning,Sundbyberg,handledning,32
Yrken med social inriktning,Sundbyberg,myndighetsutövning,31
Yrken med social inriktning,Sundbyberg,dokumentation,30
Yrken med social inriktning,Sundbyberg,lss,28
Yrken med social inriktning,Sundbyberg,socionomexamen,28
Yrken med social inriktning,Sundbyberg,fortbildning,26
"Försäljning, inköp, marknadsföring",Linköping,svenska,1505
"Försäljning, inköp, marknadsföring",Linköping,försäljning,1231
"Försäljning, inköp, marknadsföring",Linköping,körkort,840
"Försäljning, inköp, marknadsföring",Linköping,engelska,802
"Försäljning, inköp, marknadsföring",Linköping,egen bil,293
"Försäljning, inköp, marknadsföring",Linköping,kundservice,268
"Försäljning, inköp, marknadsföring",Linköping,arbetslivserfarenhet,227
"Försäljning, inköp, marknadsföring",Linköping,säljerfarenhet,222
"Försäljning, inköp, marknadsföring",Linköping,butik,197
"Försäljning, inköp, marknadsföring",Linköping,inköp,195
"Försäljning, inköp, marknadsföring",Värmdö,försäljning,198
"Försäljning, inköp, marknadsföring",Värmdö,körkort,174
"Försäljning, inköp, marknadsföring",Värmdö,svenska,155
"Försäljning, inköp, marknadsföring",Värmdö,egen bil,152
"Försäljning, inköp, marknadsföring",Värmdö,säljerfarenhet,128
"Försäljning, inköp, marknadsföring",Värmdö,trygghetsförsäkring,106
"Försäljning, inköp, marknadsföring",Värmdö,butik,30
